name,x,y,z
257,63272.0,98548.0,0.0
258,61197.0,101048.0,0.0
259,62047.0,101048.0,0.0
260,62897.0,101048.0,0.0
261,111267.0,104698.0,0.0
262,111267.0,105698.0,0.0
263,108067.0,101048.0,0.0
264,98867.0,114848.0,0.0
265,108492.0,114848.0,0.0
266,109992.0,114848.0,0.0
267,107842.0,114848.0,0.0
268,107467.0,114248.0,0.0
269,111267.0,114248.0,0.0
270,110767.0,114848.0,0.0
271,110492.0,98548.0,0.0
272,99067.0,98548.0,0.0
273,100067.0,98548.0,0.0
274,105733.0,98548.0,0.0
275,106600.0,98548.0,0.0
276,101067.0,99070.0,0.0
277,104867.0,99070.0,0.0
278,107467.0,99381.0,0.0
279,107467.0,100214.0,0.0
280,109517.0,101048.0,0.0
281,110817.0,101048.0,0.0
282,111267.0,99381.0,0.0
283,111267.0,100214.0,0.0
284,111267.0,101931.0,0.0
285,111267.0,102814.0,0.0
286,99067.0,107148.0,0.0
287,100067.0,107148.0,0.0
288,101067.0,106723.0,0.0
289,104867.0,106723.0,0.0
290,105733.0,107139.0,0.0
291,106600.0,107131.0,0.0
292,110817.0,107148.0,0.0
293,104867.0,109345.0,0.0
294,105733.0,108798.0,0.0
295,106600.0,108798.0,0.0
296,107467.0,109345.0,0.0
297,98067.0,111448.0,0.0
298,98067.0,112448.0,0.0
299,100567.0,110448.0,0.0
300,100367.0,113448.0,0.0
301,101067.0,111448.0,0.0
302,101067.0,112448.0,0.0
303,98067.0,114148.0,0.0
304,111267.0,111060.0,0.0
305,111267.0,111923.0,0.0
306,111267.0,112785.0,0.0
307,100367.0,114848.0,0.0
308,105733.0,114848.0,0.0
309,106600.0,114848.0,0.0
310,107467.0,106710.0,0.0
311,98067.0,102481.0,0.0
312,98067.0,103414.0,0.0
313,98067.0,105281.0,0.0
314,98067.0,106214.0,0.0
315,104867.0,114248.0,0.0
316,98067.0,99381.0,0.0
317,98067.0,100214.0,0.0
318,56347.0,111328.0,0.0
319,56347.0,112208.0,0.0
320,56347.0,113088.0,0.0
321,56347.0,113968.0,0.0
322,61197.0,110448.0,0.0
323,62047.0,110448.0,0.0
324,62897.0,110448.0,0.0
1000001,23267.0,114848.0,6000.0
1000002,27067.0,114848.0,6000.0
1000003,20667.0,114848.0,6000.0
1000004,30067.0,114848.0,6000.0
1000005,27067.0,113448.0,6000.0
1000006,27067.0,110448.0,6000.0
1000007,30067.0,113448.0,6000.0
1000008,20667.0,111848.0,6000.0
1000009,20667.0,108798.0,6000.0
1000010,23267.0,111848.0,6000.0
1000011,16867.0,108748.0,6000.0
1000012,23267.0,108798.0,6000.0
1000013,16867.0,107148.0,6000.0
1000014,30067.0,107148.0,6000.0
1000015,23267.0,107148.0,6000.0
1000016,20667.0,107123.0,6000.0
1000017,27067.0,107148.0,6000.0
1000018,16867.0,101048.0,6000.0
1000019,17767.0,107148.0,6000.0
1000020,17767.0,101048.0,6000.0
1000021,20667.0,104348.0,6000.0
1000022,23267.0,104348.0,6000.0
1000023,27067.0,104348.0,6000.0
1000024,20667.0,101548.0,6000.0
1000025,20667.0,101048.0,6000.0
1000026,23267.0,101548.0,6000.0
1000027,27067.0,101548.0,6000.0
1000028,20667.0,98548.0,6000.0
1000029,23267.0,98548.0,6000.0
1000030,27067.0,98548.0,6000.0
1000031,16867.0,110198.0,6000.0
1000032,30067.0,110448.0,6000.0
1000033,23267.0,109893.0,6000.0
1000034,28067.0,110448.0,6000.0
1000035,23267.0,106298.0,6000.0
1000036,27067.0,106298.0,6000.0
1000037,20167.0,107098.0,6000.0
1000038,23267.0,99593.0,6000.0
1000039,27067.0,99593.0,6000.0
1000040,18417.0,98548.0,6000.0
1000041,20667.0,113648.0,6000.0
1000042,16867.0,113648.0,6000.0
1000043,19917.0,113648.0,6000.0
1000044,19917.0,114848.0,6000.0
1000045,17867.0,113648.0,6000.0
1000046,17867.0,114848.0,6000.0
1000047,28467.0,113448.0,6000.0
1000048,28467.0,114848.0,6000.0
1000049,19467.0,98548.0,6000.0
1000050,19467.0,101048.0,6000.0
1000051,17767.0,103698.0,6000.0
1000052,16867.0,103698.0,6000.0
1000053,20667.0,106298.0,6000.0
1000054,23267.0,113648.0,6000.0
1000055,20667.0,109893.0,6000.0
1000056,4867.0,114848.0,6000.0
1000057,4867.0,106698.0,6000.0
1000058,4867.0,98548.0,6000.0
1000059,4867.0,87098.0,6000.0
1000060,4867.0,126298.0,6000.0
1000061,9467.0,126348.0,6000.0
1000062,13067.0,126348.0,6000.0
1000063,124067.0,114848.0,6000.0
1000064,124067.0,106698.0,6000.0
1000065,124067.0,98548.0,6000.0
1000066,124067.0,87098.0,6000.0
1000067,124067.0,126298.0,6000.0
1000068,30067.0,98548.0,6000.0
